STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160202,0.0,10.0,2.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160203,8.4,13.9,1.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160204,0.3,13.3,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160205,24.4,6.1,-3.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160206,0.0,1.7,-4.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160207,0.0,6.7,-1.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160208,13.5,3.3,-7.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160209,0.0,-1.6,-6.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160210,0.0,2.2,-6.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160211,0.3,-0.5,-11.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160212,0.0,-4.3,-13.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160213,0.0,-4.3,-19.9
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160214,0.0,-11.0,-22.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160215,6.6,1.7,-15.5
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160216,16.8,12.2,-0.5
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160217,0.0,7.8,1.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160218,0.0,1.7,-4.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160219,0.0,2.8,-6.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160220,0.3,15.6,0.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160221,0.0,12.2,5.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160222,0.0,6.1,-1.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160223,0.0,3.9,-3.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160224,15.0,13.9,3.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160225,20.6,16.7,5.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160226,0.0,5.0,-3.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160227,0.0,3.9,-6.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160228,0.0,14.4,2.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160229,0.0,17.8,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160301,0.0,9.4,1.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160302,9.4,11.7,-3.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160303,0.0,1.1,-6.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160304,0.3,-0.5,-3.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160305,0.0,1.1,-4.9
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160306,0.0,5.6,-1.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160307,0.0,10.6,-1.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160308,0.0,8.9,2.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160309,0.0,25.0,4.4
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160310,10.2,18.9,8.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160311,2.3,10.0,5.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160312,0.0,15.6,2.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160313,0.0,17.2,7.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160314,5.3,7.2,3.9
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160315,29.0,7.2,5.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160316,0.8,8.9,5.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160317,1.8,17.8,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160318,0.8,11.1,1.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160319,0.0,7.2,-1.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160320,0.5,1.7,-3.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160321,5.6,6.7,-2.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160322,0.0,9.4,0.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160323,0.0,17.2,5.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160324,0.0,6.1,2.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160325,4.1,7.8,2.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160326,0.0,6.1,1.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160327,0.0,5.6,1.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160328,10.4,8.3,3.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160329,0.0,10.6,3.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160330,0.0,15.0,1.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160331,0.0,21.7,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160401,1.3,20.6,15.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160402,8.1,15.0,5.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160403,12.4,6.1,-1.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160404,10.4,-1.0,-4.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160405,0.0,2.8,-5.5
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160406,0.0,5.6,-3.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160407,26.2,14.4,5.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160408,0.0,11.7,2.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160409,0.0,7.8,0.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160410,0.0,9.4,-0.5
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160411,0.3,15.6,5.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160412,5.6,15.6,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160413,0.0,10.0,3.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160414,0.0,9.4,3.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160415,0.0,12.2,3.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160416,0.0,12.2,5.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160417,0.0,12.2,3.9
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160418,0.0,19.4,5.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160419,0.5,12.2,6.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160420,0.0,10.6,6.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160421,0.0,25.0,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160422,0.0,25.6,14.4
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160423,2.3,17.8,8.9
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160424,0.0,10.0,5.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160425,0.0,13.9,6.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160426,6.9,10.6,2.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160427,0.0,16.7,2.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160428,0.0,12.2,5.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160429,0.0,10.6,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160430,0.0,12.8,5.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160501,2.5,11.7,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160502,9.9,10.6,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160503,2.5,9.4,7.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160504,12.2,10.0,6.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160505,3.8,8.3,6.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160506,2.3,11.7,7.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160507,0.0,10.6,7.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160508,0.5,17.2,7.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160509,0.0,18.9,7.8
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160510,0.0,21.7,8.3
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160511,0.0,20.0,12.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160512,0.0,18.9,12.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160513,2.8,23.3,11.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160514,0.0,25.0,15.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160515,0.0,16.1,7.2
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160516,0.0,15.0,5.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160517,0.0,21.1,10.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160518,0.0,15.0,9.4
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160519,0.0,15.6,10.0
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160520,0.0,21.7,10.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160521,0.0,24.4,11.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160522,0.0,16.7,11.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160523,0.0,22.8,10.6
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160524,6.6,15.0,11.1
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160525,0.0,31.1,11.7
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160526,0.0,26.1,14.4
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160527,0.0,22.8,14.4
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160528,0.0,33.3,19.4
GHCND:USW00014739,BOSTON LOGAN INTERNATIONAL AIRPORT MA US,20160529,0.0,25.0,11.7
